Summary,Issue Type,Status,Project key,Project name,Priority,Assignee,Reporter,Creator,Component/s,Custom field (Bộ phận phản ánh),Custom field (Ghi chú (Mô tả vấn đề)),Custom field (Kênh hỗ trợ),Custom field (Loại hỗ trợ),Custom field (Loại lỗi),Custom field (Severity),Custom field (Thêm labels),Custom field (Độ khó),Custom field (Phân loại yêu cầu)
"Oracle MySQL Server <= 5.7.40, 8.x <= 8.0.31 Security Update (cpujan2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.40, 8.x <= 8.0.31 Security Update (cpujan2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H - 9.8
	- Related CVE: ['CVE-2022-42915', 'CVE-2022-32221', 'CVE-2022-35260', 'CVE-2022-42916']
	- Severity: High
	- Description: Oracle MySQL Server is prone to a vulnerability in libcurl.  
Affected Software/OS: Oracle MySQL Server version 5.7.40 and prior and 8.0 through 8.0.31.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
	- Resolution: Update to version 5.7.41, 8.0.32 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
Redis Server No Password,Vấn đề của khách hàng,Chờ xử lý,AIM,,Trung bình,B-1255,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Redis Server No Password
	- CVSS: AV:N/AC:L/Au:N/C:P/I:P/A:P - 7.5
	- Related CVE: []
	- Severity: High
	- Description: The remote Redis server is not protected with a password. It was possible to login without a password.
	- Impact: This issue may be exploited by a remote attacker to gain access to sensitive information or modify system configuration.
	- Affected OS detected: Linux Kernel, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ redis: 6379/tcp - 172.16.193.168 - pv-aim-rd00001c.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.193.166 - hl-aim-rd00001a.misaonline.local
	- Resolution: Set password.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
Redis Server No Password,Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Redis Server No Password
	- CVSS: AV:N/AC:L/Au:N/C:P/I:P/A:P - 7.5
	- Related CVE: []
	- Severity: High
	- Description: The remote Redis server is not protected with a password. It was possible to login without a password.
	- Impact: This issue may be exploited by a remote attacker to gain access to sensitive information or modify system configuration.
	- Affected OS detected: Linux Kernel, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ redis: 6379/tcp - 172.16.194.87 - hl-fgv-rd00001a.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.194.75 - hl-mms-rd00001a.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.194.77 - pv-mms-rd00001c.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.194.199 - pv-mms-rd00002b.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.194.198 - hl-mms-rd00002a.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.181.146 - hl-ms-k8s-rd-01a.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.181.43 - ms-amsp-redis-01.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.181.239 - hl-web-rd00001a.misaonline.local
\t\t+ redis: 6379/tcp - 172.16.181.240 - pv-web-rd00001b.misaonline.local
	- Resolution: Set password.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
Redis Server No Password,Vấn đề của khách hàng,Chờ xử lý,CEGOV,,Trung bình,B06-0454,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Redis Server No Password
	- CVSS: AV:N/AC:L/Au:N/C:P/I:P/A:P - 7.5
	- Related CVE: []
	- Severity: High
	- Description: The remote Redis server is not protected with a password. It was possible to login without a password.
	- Impact: This issue may be exploited by a remote attacker to gain access to sensitive information or modify system configuration.
	- Affected OS detected: Linux Kernel, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ redis: 6379/tcp - 172.16.194.108 - pv-cgv-rd00001b.misaonline.local
	- Resolution: Set password.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.38 / 8.0 <= 8.0.29 Security Update (cpujul2022) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.38 / 8.0 <= 8.0.29 Security Update (cpujul2022) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H - 9.8
	- Related CVE: ['CVE-2022-27778', 'CVE-2022-1292', 'CVE-2018-25032', 'CVE-2022-21515']
	- Severity: High
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 5.7.38 and prior and 8.0 through 8.0.29.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
	- Resolution: Update to version 5.7.39, 8.0.30 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.33 Security Update (cpuoct2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.33 Security Update (cpuoct2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H - 7.5
	- Related CVE: ['CVE-2023-1255', 'CVE-2023-2650', 'CVE-2023-0464', 'CVE-2023-0466', 'CVE-2023-0465']
	- Severity: High
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 5.7.42 and prior and 8.x through 8.0.33.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
	- Resolution: Update to version 5.7.43, 8.0.34 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.37 / 8.0 <= 8.0.28 Security Update (cpuapr2022) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.37 / 8.0 <= 8.0.28 Security Update (cpuapr2022) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H - 7.5
	- Related CVE: ['CVE-2022-21460', 'CVE-2022-21427', 'CVE-2022-21454', 'CVE-2022-0778', 'CVE-2022-21444', 'CVE-2022-21451', 'CVE-2022-21417']
	- Severity: High
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 5.7.37 and prior and 8.0 through 8.0.28.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
	- Resolution: Update to version 5.7.38, 8.0.29 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.31 Security Update (cpuapr2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.31 Security Update (cpuapr2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H - 9.8
	- Related CVE: ['CVE-2022-37434']
	- Severity: High
	- Description: Oracle MySQL Server is prone to a vulnerability in InnoDB (zlib).  
Affected Software/OS: Oracle MySQL Server version 5.7.41 and prior and 8.x through 8.0.31.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
	- Resolution: Update to version 5.7.42, 8.0.32 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.34, 8.1.0 Security Update (cpuoct2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.34, 8.1.0 Security Update (cpuoct2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H - 9.8
	- Related CVE: ['CVE-2023-38546', 'CVE-2023-38545', 'CVE-2023-22084']
	- Severity: High
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 5.7.43 and prior, 8.x through 8.0.34 and 8.1.0.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
	- Resolution: Update to version 5.7.44, 8.0.35, 8.1.1 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"Elastic Kibana 7.0.0 < 7.17.9, 8.0.0 < 8.6.1 DoS Vulnerability (ESA-2023-02)",Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Elastic Kibana 7.0.0 < 7.17.9, 8.0.0 < 8.6.1 DoS Vulnerability (ESA-2023-02)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H - 7.5
	- Related CVE: ['CVE-2022-38900', 'CVE-2022-38778']
	- Severity: High
	- Description: Elastic Kibana is prone to a denial of service (DoS) vulnerability. A flaw was discovered in one of Kibana's third party dependencies, that could allow an authenticated user to perform a request that crashes the Kibana server process. 
Affected Software/OS: Elastic Kibana versions 7.0.0 through 7.17.8 and 8.0.0 through 8.6.0.
	- 
	- Affected OS detected: Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ Unknown: 5601/tcp - 172.16.181.173 - hl-elk-apm0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.160 - pv-ms-elk-acc-01f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.177 - hl-elk-log0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.183 - pv-elk-apm0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.247 - hl-elk-bus0001o.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.206 - hl-elk-apm0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.201 - hl-elk-bus0001f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.246 - hl-elk-bus0001n.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.172 - pv-elk-bus0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.175 - pv-elk-apm0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.198 - hl-elk-bus0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.237 - hl-elk-bus0001g.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.97 - hl-elk-bus0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.96 - hl-elk-bus0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.159 - pv-ms-elk-acc-01e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.243 - hl-elk-bus0001k.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.145 - pv-ms-elk-acc-01c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.199 - pv-elk-log0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.144 - hl-ms-elk-acc-01b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.244 - hl-elk-bus0001l.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.207 - pv-elk-apm0001f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.213 - hl-elk-apm0001g.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.238 - pv-elk-bus0001h.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.174 - hl-elk-apm0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.242 - hl-elk-bus0001j.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.245 - hl-elk-bus0001m.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.241 - pv-elk-bus0001i.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.182 - hl-elk-apm0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.98 - pv-elk-bus0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.143 - hl-ms-elk-acc-01a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.178 - pv-elk-log0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.176 - hl-elk-log0001a.misaonline.local
	- Resolution: Update to version 7.17.9, 8.6.1 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"Elastic Kibana 7.0.0 < 7.17.8, 8.0.0 < 8.5.0 RCE Vulnerability (ESA-2022-12)",Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Elastic Kibana 7.0.0 < 7.17.8, 8.0.0 < 8.5.0 RCE Vulnerability (ESA-2022-12)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H - 8.8
	- Related CVE: ['CVE-2022-1364']
	- Severity: High
	- Description: Kibana is prone to a remote code execution (RCE) vulnerability in the headless Chromium browser that Kibana relies on for its reporting capabilities. The vulnerability in Chromium is not exploitable on its own but could be exploited via an additional cross-site scripting (XSS) in some of affected versions of Kibana with the worst impact being remote code execution (RCE) with an attacker executing arbitrary commands with permissions of the Kibana process. 
Affected Software/OS: Kibana version 7.0.0 prior to 7.17.8 and 8.0.0 prior to 8.5.0.
	- 
	- Affected OS detected: Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ Unknown: 5601/tcp - 172.16.181.246 - hl-elk-bus0001n.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.245 - hl-elk-bus0001m.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.160 - pv-ms-elk-acc-01f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.177 - hl-elk-log0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.247 - hl-elk-bus0001o.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.201 - hl-elk-bus0001f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.206 - hl-elk-apm0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.237 - hl-elk-bus0001g.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.175 - pv-elk-apm0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.198 - hl-elk-bus0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.97 - hl-elk-bus0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.183 - pv-elk-apm0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.96 - hl-elk-bus0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.243 - hl-elk-bus0001k.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.172 - pv-elk-bus0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.159 - pv-ms-elk-acc-01e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.145 - pv-ms-elk-acc-01c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.207 - pv-elk-apm0001f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.199 - pv-elk-log0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.144 - hl-ms-elk-acc-01b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.244 - hl-elk-bus0001l.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.213 - hl-elk-apm0001g.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.238 - pv-elk-bus0001h.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.174 - hl-elk-apm0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.242 - hl-elk-bus0001j.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.241 - pv-elk-bus0001i.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.173 - hl-elk-apm0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.176 - hl-elk-log0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.182 - hl-elk-apm0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.98 - pv-elk-bus0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.178 - pv-elk-log0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.143 - hl-ms-elk-acc-01a.misaonline.local
	- Resolution: Update to version 7.17.8, 8.5.0 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
Elastic Kibana 8.0.0 - 8.7.0 Arbitrary Code Execution Vulnerability (ESA-2023-07),Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Elastic Kibana 8.0.0 - 8.7.0 Arbitrary Code Execution Vulnerability (ESA-2023-07)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H - 8.8
	- Related CVE: ['CVE-2023-31414']
	- Severity: High
	- Description: Kibana is prone to an arbitrary code execution vulnerability. An attacker with write access to Kibana yaml or env configuration could add a specific payload that will attempt to execute JavaScript code. This could lead to the attacker executing arbitrary commands on the host system with permissions of the Kibana process. Note: - This issue does not affect Kibana instances running on Elastic Cloud as the payload required to trigger this vulnerability cannot be set in Kibana's configuration. - This issue affects Kibana instances running on Elastic Cloud Enterprise (ECE) but the code execution is limited within the Kibana Docker container. Further exploitation such as container escape is prevented by seccomp-bpf and AppArmor profiles. - This issue affects Kibana instances running on Elastic Cloud on Kubernetes (ECK) but the code execution is limited within the Kibana Docker container. Further exploitation such as container escape can be prevented by seccomp-bpf when configured and supported (Kubernetes v1.19 and later). 
Affected Software/OS: Kibana version 8.0.0 through 8.7.0.
	- 
	- Affected OS detected: Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ Unknown: 5601/tcp - 172.16.181.160 - pv-ms-elk-acc-01f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.245 - hl-elk-bus0001m.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.177 - hl-elk-log0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.247 - hl-elk-bus0001o.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.201 - hl-elk-bus0001f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.246 - hl-elk-bus0001n.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.206 - hl-elk-apm0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.237 - hl-elk-bus0001g.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.175 - pv-elk-apm0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.198 - hl-elk-bus0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.97 - hl-elk-bus0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.183 - pv-elk-apm0001e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.96 - hl-elk-bus0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.243 - hl-elk-bus0001k.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.172 - pv-elk-bus0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.159 - pv-ms-elk-acc-01e.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.144 - hl-ms-elk-acc-01b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.199 - pv-elk-log0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.207 - pv-elk-apm0001f.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.244 - hl-elk-bus0001l.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.238 - pv-elk-bus0001h.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.213 - hl-elk-apm0001g.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.174 - hl-elk-apm0001b.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.242 - hl-elk-bus0001j.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.145 - pv-ms-elk-acc-01c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.241 - pv-elk-bus0001i.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.173 - hl-elk-apm0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.176 - hl-elk-log0001a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.182 - hl-elk-apm0001d.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.98 - pv-elk-bus0001c.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.143 - hl-ms-elk-acc-01a.misaonline.local
\t\t+ Unknown: 5601/tcp - 172.16.181.178 - pv-elk-log0001c.misaonline.local
	- Resolution: Update to version 8.7.1 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
SSL/TLS: Report Vulnerable Cipher Suites for HTTPS,Vấn đề của khách hàng,Chờ xử lý,SRE,,Trung bình,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: SSL/TLS: Report Vulnerable Cipher Suites for HTTPS
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N - 7.5
	- Related CVE: ['CVE-2016-6329', 'CVE-2020-12872', 'CVE-2016-2183']
	- Severity: High
	- Description: This routine reports all SSL/TLS cipher suites accepted by a service where attack vectors exists only on HTTPS services. These rules are applied for the evaluation of the vulnerable cipher suites: - 64-bit block cipher 3DES vulnerable to the SWEET32 attack (CVE-2016-2183). 
Affected Software/OS: All services accepting vulnerable SSL/TLS cipher suites via HTTPS.
	- Impact: This could allow remote attackers to obtain sensitive information or have other, unspecified impacts.
	- Affected OS detected: Linux Kernel
	- Affected services/hosts:
\t\t+ ietf:transport_layer_security:1.2: 443/tcp - 172.16.181.55 - ksx-nlb-ap-01.misaonline.local
	- Resolution: The configuration of this services should be changed so that it does not accept the listed cipher suites anymore. Please see the references for more resources supporting you with this task.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
